N,pTrue,eps,pEst,absErr,totalQueryNum,maxDepth
8,0.6496047674199278,0.002762135864009951,0.6518257294479447,0.002220962028016915,461640,362
11,0.6496047674199278,0.0023555573795137784,0.6505138795129513,0.0009091120930234675,665747,424
